"fecha","dia","mes","anio","tipo_cambio","activo_bcra","reservas_pesos","divisas_pesos","convenio_multilateral","titulos_publicos","adelantos_transitorios","credito_sist_financiero","pasivo_bcra","base_monetaria","circulacion_monetaria","oblig_organismos_internales","titulos_emitidos_bcra","letras_intransferibles","reservas_dolares","ratio_reservas_base"
1998-01-07,7,1,1998,1,35682.559,18724.012,1134.148,NA,1713.561,NA,1471.325,32030.334,15880.086,15880.086,6840.912,NA,NA,18724.012,1.17908756917311
1998-01-15,15,1,1998,1,35885.027,18347.343,441.916,NA,1783.163,NA,1470.784,32180.925,15279.96,15279.96,6842.111,NA,NA,18347.343,1.20074548624473
1998-01-23,23,1,1998,1,34634.718,17517.167,520.11,NA,1784.254,NA,1470.971,30927.445,14759.457,14759.457,6877.827,NA,NA,17517.167,1.18684359458481
1998-01-31,31,1,1998,1,33699.566,16911.678,495.329,NA,1788.924,NA,1475.693,29971.788,14714.694,14714.694,6833.229,NA,NA,16911.678,1.14930544936918
1998-02-07,7,2,1998,1,34475.902,17880.916,616.931,NA,1811.698,NA,1470.523,30673.61,15299.584,15299.584,6892.771,NA,NA,17880.916,1.16871909719898
1998-02-15,15,2,1998,1,34789.695,17918.059,591.53,NA,1804.225,NA,1469.993,30932.699,14967.751,14967.751,6851.518,NA,NA,17918.059,1.1971109754565
1998-02-23,23,2,1998,1,34496.126,17102.62,601.26,NA,1785.756,NA,1475.791,30625.489,14523.842,14523.842,6793.034,NA,NA,17102.62,1.17755480953318
1998-02-28,28,2,1998,1,35428.167,17993.549,556.498,NA,1789.643,NA,1480.405,31564.205,14574.78,14574.78,6822.807,NA,NA,17993.549,1.23456745144695
1998-03-07,7,3,1998,1,34893.375,18338.971,551.635,NA,1799.181,NA,1388.907,31149.993,15211.357,15211.357,6786.135,NA,NA,18338.971,1.20561045276894
1998-03-15,15,3,1998,1,34791.676,18016.869,623.076,NA,1732.643,NA,1388.606,31125.67,14862.691,14862.691,6792.211,NA,NA,18016.869,1.21222119197661
1998-03-23,23,3,1998,1,34619.855,17684.534,570.787,NA,1708.077,NA,1382.394,30900.327,14477.588,14477.588,6769.707,NA,NA,17684.534,1.22151106938531
1998-03-31,31,3,1998,1,34230.353,17396.181,696.929,NA,1760.096,NA,1386.58,30558.1,14484.626,14484.626,6668.179,NA,NA,17396.181,1.20101002262675
1998-04-07,7,4,1998,1,34323.207,18195.944,741.6,NA,1846.713,NA,1381.733,30621.535,15458.74,15458.74,6658.928,NA,NA,18195.944,1.17706514243722
1998-04-15,15,4,1998,1,34331.704,17884.218,622.394,NA,1852.752,NA,1385.351,30621.508,15000.068,15000.068,6734.556,NA,NA,17884.218,1.1922757950164
1998-04-23,23,4,1998,1,33864.44,16919.186,758.273,NA,1848.846,NA,1394.571,30111.778,14509.572,14509.572,6736.483,NA,NA,16919.186,1.1660706463292
1998-04-30,30,4,1998,1,34211.613,17157.089,1091.574,NA,1840.751,NA,1399.265,30477.126,14697.565,14697.565,6718.812,NA,NA,17157.089,1.16734227744528
1998-05-07,7,5,1998,1,34744.287,17892.229,1545.187,NA,1846.566,NA,1402.51,30975.414,15217.537,15217.537,6715.089,NA,NA,17892.229,1.17576379147296
1998-05-15,15,5,1998,1,35168.767,17828.313,679.057,NA,1831.619,NA,1399.62,31393.067,14850.088,14850.088,6674.977,NA,NA,17828.313,1.20055268359352
1998-05-23,23,5,1998,1,35344.219,17241.093,716.706,NA,1820.325,NA,1398.607,31551.863,14599.672,14599.672,6678.669,NA,NA,17241.093,1.18092331115384
1998-05-31,31,5,1998,1,35373.436,17552.159,593.503,NA,1713.456,NA,1403.138,31995.199,14721.485,14721.485,6636.187,NA,NA,17552.159,1.19228182482949
1998-06-07,7,6,1998,1,35559.79,18202.896,513.182,NA,1734.196,NA,1398.333,32112.583,15422.995,15422.995,6651.719,NA,NA,18202.896,1.18024391501132
1998-06-15,15,6,1998,1,35310.063,17972.185,537.224,NA,1719.156,NA,1393.007,31875.426,15196.846,15196.846,6573.645,NA,NA,17972.185,1.18262598699757
1998-06-23,23,6,1998,1,34987.643,17032.978,661.749,NA,1678.42,NA,1392.916,31511.511,14664.795,14664.795,6645.916,NA,NA,17032.978,1.16148763075106
1998-06-30,30,6,1998,1,35307.105,17734.082,462.001,NA,1638.912,NA,1397.872,31807.227,15013.18,15013.18,6597.969,NA,NA,17734.082,1.18123422219676
1998-07-07,7,7,1998,1,36280.497,19227.352,454.398,NA,1647.26,NA,1393.892,32749.083,16086.931,16086.931,6585.19,NA,NA,19227.352,1.19521566916648
1998-07-15,15,7,1998,1,36308.783,19381.312,569.074,NA,1719.16,NA,1393.503,32701.882,15923.41,15923.41,6489.551,NA,NA,19381.312,1.21715838504441
1998-07-23,23,7,1998,1,36476.852,19682.564,594.666,NA,1658.481,NA,1393.402,32836.176,15657.499,15657.499,6449.8,NA,NA,19682.564,1.25706947195079
1998-07-31,31,7,1998,1,36853.819,20142.21,849.17,NA,1661.817,NA,1398.488,33212.366,15618.517,15618.517,6444.283,NA,NA,20142.21,1.28963652567014
1998-08-07,7,8,1998,1,37112.706,20830.573,528.645,NA,1669.676,NA,1393.509,33468.19,16130.681,16130.681,6441.289,NA,NA,20830.573,1.29136352023823
1998-08-15,15,8,1998,1,35746.256,18695.066,1244.409,NA,1670.51,NA,1393.005,32171.389,15687.186,15687.186,6419.707,NA,NA,18695.066,1.19174120839773
1998-08-23,23,8,1998,1,35880.206,18126.836,675.037,NA,1663.016,NA,1382.553,32376.931,15227.969,15227.969,6394.85,NA,NA,18126.836,1.19036465072919
1998-08-31,31,8,1998,1,36581.985,17713.931,116.141,NA,1602.578,NA,1387.653,33315.314,15184.028,15184.028,6413.674,NA,NA,17713.931,1.16661606524962
1998-09-07,7,9,1998,1,37093.466,18128.766,687.93,NA,1636.186,NA,1419.936,33679.955,15602.972,15602.972,6544.186,NA,NA,18128.766,1.16187903176395
1998-09-15,15,9,1998,1,36548.113,17308.008,634.112,NA,1709.933,NA,1475.684,33147.262,14989.153,14989.153,6613.333,NA,NA,17308.008,1.15470220365354
1998-09-23,23,9,1998,1,36917.567,16844.016,908.592,NA,1697.076,NA,1528.607,33256.247,14368.607,14368.607,6567.77,NA,NA,16844.016,1.17227898292437
1998-09-30,30,9,1998,1,36669.729,16817.46,667.365,NA,1720.279,NA,1578.359,32914.497,14373.817,14373.817,6578.91,NA,NA,16817.46,1.17000654732142
1998-10-07,7,10,1998,1,36897.919,17461.417,1080.77,NA,1733.625,NA,1661.833,33076.939,15006.135,15006.135,6685.364,NA,NA,17461.417,1.16361854668107
1998-10-15,15,10,1998,1,36999.91,17251.658,934.706,NA,1648.11,NA,1681.348,33091.121,14734.14,14734.14,6655.208,NA,NA,17251.658,1.17086290750597
1998-10-23,23,10,1998,1,37428.195,17043.522,662.127,NA,1666.533,NA,1680.131,33489.303,14178.966,14178.966,6683.94,NA,NA,17043.522,1.20202855412729
1998-10-31,31,10,1998,1,36392.403,17235.385,866.155,NA,1664.731,NA,1686.303,32514.727,14320.244,14320.244,6653.452,NA,NA,17235.385,1.20356783026881
1998-11-07,7,11,1998,1,37079.958,17615.88,852.758,NA,1684.373,NA,1682.457,33158.422,14979.002,14979.002,6587.335,NA,NA,17615.88,1.17603829681043
1998-11-15,15,11,1998,1,37117.194,17443.891,591.773,NA,1650.294,NA,1681.643,33223.851,14730.97,14730.97,6503.817,NA,NA,17443.891,1.18416445081349
1998-11-23,23,11,1998,1,37327.706,17061.595,632.244,NA,1659.617,NA,1683.106,33321.585,14341.934,14341.934,6501.184,NA,NA,17061.595,1.18963000387535
1998-11-30,30,11,1998,1,37096.478,17613.672,889.021,NA,1654.452,NA,1695.509,33076.617,14493.43,14493.43,6485.317,NA,NA,17613.672,1.21528665057202
1998-12-07,7,12,1998,1,39728.078,19185.252,774.385,NA,1684.284,NA,1689.988,35708.243,15340.127,15340.127,6567.882,NA,NA,19185.252,1.25065796391386
1998-12-15,15,12,1998,1,38902.425,18574.667,799.41,NA,1658.007,NA,1694.251,34854.977,15058.655,15058.655,6620.284,NA,NA,18574.667,1.23348778493166
1998-12-23,23,12,1998,1,40715.385,20158.624,1483.305,NA,1674.423,NA,1645.672,36584.772,16160.342,16160.342,6587.598,NA,NA,20158.624,1.24741320449778
1998-12-31,31,12,1998,1,39004.123,19774.968,706.42,NA,1663.172,NA,1652.485,34847.875,16370.167,16370.167,6595.403,NA,NA,19774.968,1.20798816530094
1999-01-07,7,1,1999,1,39586.099,19356.621,1255.53,NA,1683.827,NA,1646.625,35390.132,16277.004,16277.004,6523.347,NA,NA,19356.621,1.18920048185772
1999-01-15,15,1,1999,1,39261.478,18530.793,773.575,NA,1642.879,NA,1646.231,35240.172,15670.988,15670.988,6470.92,NA,NA,18530.793,1.18249040839033
1999-01-23,23,1,1999,1,38783.047,17957.034,867.534,NA,1641.531,NA,1645.514,34733.96,15112.468,15112.468,6419.592,NA,NA,17957.034,1.1882264366085
1999-01-31,31,1,1999,1,36977.778,17377.36,797.526,NA,1644.112,NA,1652.585,32876.418,14966.805,14966.805,6374.684,NA,NA,17377.36,1.1610600926517
1999-02-07,7,2,1999,1,39577.531,19317.791,469.308,NA,1662.422,NA,1646.913,35491.136,15402.477,15402.477,6363.211,NA,NA,19317.791,1.25420028220136
1999-02-15,15,2,1999,1,39616.082,18728.048,610.171,NA,1655.909,NA,1650.136,35530.425,15036.447,15036.447,6345.792,NA,NA,18728.048,1.24551019266719
1999-02-23,23,2,1999,1,38692.324,17739.767,722.422,NA,1652.465,NA,1649.755,34607.148,14499.317,14499.317,6208.632,NA,NA,17739.767,1.22348983748683
1999-02-28,28,2,1999,1,40102.847,19249.526,716.456,NA,1648.031,NA,1656.612,36015.101,14600.134,14600.134,6402.93,NA,NA,19249.526,1.31844858410204
1999-03-07,7,3,1999,1,40698.032,19665.145,760.666,NA,1656.968,NA,1650.507,36650.185,15112.167,15112.167,6419.395,NA,NA,19665.145,1.30127896283835
1999-03-15,15,3,1999,1,39396.377,19081.592,1000.383,NA,1657.046,NA,1650.409,35304.813,14873.284,14873.284,6421.544,NA,NA,19081.592,1.28294410299702
1999-03-23,23,3,1999,1,39951.641,18116.007,778.754,NA,1643.42,NA,1459.678,36060.024,14295.884,14295.884,6426.808,NA,NA,18116.007,1.26721838257781
1999-03-31,31,3,1999,1,38808.692,17851.763,863.548,NA,1658.413,NA,1526.197,34880.884,14542.339,14542.339,6355.75,NA,NA,17851.763,1.22757164442391
1999-04-07,7,4,1999,1,40898.272,19024.239,1267.797,NA,1650.157,NA,1537.424,36941.273,14597.61,14597.61,6286.289,NA,NA,19024.239,1.30324340765372
1999-04-15,15,4,1999,1,40439.892,18369.592,930.054,NA,1650.712,NA,1549.974,36440.098,14436.655,14436.655,6257.179,NA,NA,18369.592,1.2724271654341
1999-04-23,23,4,1999,1,38596.966,16064.971,68.878,NA,1595.923,NA,1549.217,34573.948,14066.242,14066.242,6227.66,NA,NA,16064.971,1.14209402909462
1999-04-30,30,4,1999,1,38161.289,16814.192,664.574,NA,1611.684,NA,1556.579,34123.37,14271.308,14271.308,6218.808,NA,NA,16814.192,1.17818156541783
1999-05-07,7,5,1999,1,38708.703,17164.324,912.906,NA,1633.186,NA,1550.324,34631.715,14875.505,14875.505,6251.908,NA,NA,17164.324,1.15386496122317
1999-05-15,15,5,1999,1,39823.429,17069.134,1238.175,NA,1586.961,NA,1549.667,35766.823,14531.187,14531.187,6211.915,NA,NA,17069.134,1.17465517441899
1999-05-23,23,5,1999,1,38675.796,16356.477,1229.253,NA,1564.621,NA,1545.691,34718.419,14218.656,14218.656,6156.721,NA,NA,16356.477,1.15035324013746
1999-05-31,31,5,1999,1,38420.765,17028.008,950.885,NA,1564.111,NA,1553.111,34469.16,14157.496,14157.496,6160.242,NA,NA,17028.008,1.2027556285377
1999-06-07,7,6,1999,1,38183.282,16932.753,660.837,NA,1589.301,NA,1545.96,34247.393,14747.991,14747.991,6127.727,NA,NA,16932.753,1.14813963474754
1999-06-15,15,6,1999,1,37771.084,17207.174,625.727,NA,1582.486,NA,1544.927,34537.921,14454.4,14454.4,6144.107,NA,NA,17207.174,1.19044540070843
1999-06-23,23,6,1999,1,37798.151,16476.785,826.767,NA,1560.739,NA,1542.984,34500.135,13995.712,13995.712,6107.119,NA,NA,16476.785,1.17727379643136
1999-06-30,30,6,1999,1,37993.934,17652.552,610.678,NA,1584.873,NA,1549.282,34654.89,14084.466,14084.466,6116.96,NA,NA,17652.552,1.25333484421774
1999-07-07,7,7,1999,1,39555.301,18554.642,791.066,NA,1600.723,NA,1543.818,36217.216,15226.096,15226.096,6083.465,NA,NA,18554.642,1.2186079740992
1999-07-15,15,7,1999,1,38541.482,17581.335,577.16,NA,1579.821,NA,1544.002,35231.588,15054.552,15054.552,5977.44,NA,NA,17581.335,1.16784179296734
1999-07-23,23,7,1999,1,38911.771,17132.895,748.587,NA,1628.642,NA,1544.514,35572.656,14784.785,14784.785,6019.063,NA,NA,17132.895,1.15881935381543
1999-07-31,31,7,1999,1,37969.765,17327.213,671.681,NA,1625.03,NA,1552.338,34618.644,14731.111,14731.111,6073.647,NA,NA,17327.213,1.17623260051465
1999-08-07,7,8,1999,1,39416.134,18389.213,902.479,NA,1635.072,NA,1546.812,36080.349,15308.689,15308.689,6083.66,NA,NA,18389.213,1.20122715929496
1999-08-15,15,8,1999,1,38939.91,18194.326,708.979,NA,1646.77,NA,1545.338,35589.544,15002.265,15002.265,6066.993,NA,NA,18194.326,1.21277193810401
1999-08-23,23,8,1999,1,37602.588,16622.983,532.759,NA,1648.031,NA,1545.22,34193.071,14462.902,14462.902,6067.767,NA,NA,16622.983,1.14935322108938
1999-08-31,31,8,1999,1,36950.151,17177.406,799.627,NA,1660.893,NA,1553.212,33480.802,14304.602,14304.602,6063.503,NA,NA,17177.406,1.2008307536274
1999-09-07,7,9,1999,1,38135.83,18088.484,673.24,NA,1671.979,NA,1547.442,34640.416,14833.894,14833.894,6045.623,NA,NA,18088.484,1.21940226888503
1999-09-15,15,9,1999,1,37407.558,17304.815,758.494,NA,1673.072,NA,1549.621,33855.99,14359.791,14359.791,6098.316,NA,NA,17304.815,1.20508822168791
1999-09-23,23,9,1999,1,38590.218,17441.399,650.188,NA,1642.773,NA,1549.659,35037.084,13934.549,13934.549,6070.007,NA,NA,17441.399,1.25166584149943
1999-09-30,30,9,1999,1,36313.73,17052.647,808.984,NA,1649.444,NA,1626.961,32646.59,13938.606,13938.606,6021.142,NA,NA,17052.647,1.22341122204042
1999-10-07,7,10,1999,1,38063.979,17548.331,777.976,NA,1662.229,NA,1625.703,34371.724,14685.583,14685.583,5958.852,NA,NA,17548.331,1.1949359450013
1999-10-15,15,10,1999,1,39193.827,18019.755,902.9,NA,1644.512,NA,1625.714,35514.674,14294.237,14294.237,5917.96,NA,NA,18019.755,1.26063077028875
1999-10-23,23,10,1999,1,39777.145,18325.519,657.106,NA,1664.8,NA,1623.66,36068.629,13916.296,13916.296,5898.076,NA,NA,18325.519,1.31683883412655
1999-10-31,31,10,1999,1,37682.889,17554.414,730.013,NA,1650.996,NA,1629.542,33940.189,13921.216,13921.216,5837.092,NA,NA,17554.414,1.26098280495037
1999-11-07,7,11,1999,1,38255.858,18125.091,610.336,NA,1670.611,NA,1620.856,34465.012,14555.176,14555.176,5792.481,NA,NA,18125.091,1.24526773156161
1999-11-15,15,11,1999,1,39410.61,17992.004,434.508,NA,1664.902,NA,1619.621,35575.881,14243.658,14243.658,5781.706,NA,NA,17992.004,1.26315894414202
1999-11-23,23,11,1999,1,39680.751,17713.767,271.96,NA,1674.147,NA,1637.04,35842.777,13756.695,13756.695,5788.023,NA,NA,17713.767,1.28764699660783
1999-11-30,30,11,1999,1,38880.674,17742.997,867.027,NA,1668.262,NA,1643.612,35013.387,13869.861,13869.861,5763.386,NA,NA,17742.997,1.27924836449334
1999-12-07,7,12,1999,1,39816.294,18865.834,856.858,NA,1675.685,NA,1630.208,35908.397,14776.252,14776.252,5794.103,NA,NA,18865.834,1.27676720727286
1999-12-15,15,12,1999,1,40351.067,18219.687,1064.815,NA,1663.174,NA,1621.01,36390.011,14571.739,14571.739,5745.748,NA,NA,18219.687,1.25034403923924
1999-12-23,23,12,1999,1,40781.236,19294.02,1032.897,NA,1670.515,NA,1592.612,36815.642,15612.328,15612.328,5778.403,NA,NA,19294.02,1.23581953953312
1999-12-31,31,12,1999,1,40689.719,19150.536,1063.498,NA,1636.373,NA,1588.418,36711.303,16492.774,16492.774,5769.958,NA,NA,19150.536,1.16114705749318
2000-01-07,7,1,2000,1,39163.88,18415.504,483.845,NA,1660.01,NA,1579.505,35180.681,16172.829,16172.829,5683.905,NA,NA,18415.504,1.13866930763937
2000-01-15,15,1,2000,1,39276.766,17629.732,624.517,NA,1669.842,NA,1582.279,35281.51,15384.321,15384.321,5673.484,NA,NA,17629.732,1.14595450783951
2000-01-23,23,1,2000,1,37599.259,17165.421,639.011,NA,1655.066,NA,1578.619,33622.389,14830.08,14830.08,5613.344,NA,NA,17165.421,1.15747325705593
2000-01-31,31,1,2000,1,36855.085,17404.828,708.773,NA,1607.461,NA,1586.169,32857.44,14588.595,14588.595,5499.557,NA,NA,17404.828,1.19304346991605
2000-02-07,7,2,2000,1,38717.533,18521.948,628.091,NA,1619.285,NA,1577.468,34673.453,15029.114,15029.114,5465.855,NA,NA,18521.948,1.23240451832357
2000-02-15,15,2,2000,1,38178.459,16993.769,941.331,NA,1608.736,NA,1577.152,34109.711,14510.603,14510.603,5449.567,NA,NA,16993.769,1.17112769193672
2000-02-23,23,2,2000,1,37880.911,17009.993,746.585,NA,1575.142,NA,1575.105,33777.864,13915.113,13915.113,5449.097,NA,NA,17009.993,1.22241141699676
2000-02-28,28,2,2000,1,37420.408,17177.95,756.374,NA,1559.051,NA,1581.43,33276.319,13988.872,13988.872,5415.25,NA,NA,17177.95,1.22797249127735
2000-03-07,7,3,2000,1,38336.205,18005.352,649.355,NA,1577.732,NA,1561.059,34161.545,14546.946,14546.946,5410.452,NA,NA,18005.352,1.23774103512861
2000-03-15,15,3,2000,1,38839.153,17529.654,506.453,NA,1597.657,NA,1560.924,34642.825,14148.6,14148.6,5417.552,NA,NA,17529.654,1.23896738899962
2000-03-23,23,3,2000,1,39514.395,18402.901,729.812,NA,1572.963,NA,1560.899,35276.455,13634.727,13634.727,5385.281,NA,NA,18402.901,1.34970806529533
2000-03-31,31,3,2000,1,38449.299,17668.529,1943.401,NA,1566.003,NA,1569.833,34193.557,13641.941,13641.941,5350.022,NA,NA,17668.529,1.29516239661204
2000-04-07,7,4,2000,1,38787.191,18165.685,698.125,NA,1576.918,NA,1560.792,34507.959,14288.961,14288.961,5301.139,NA,NA,18165.685,1.27130901959912
2000-04-15,15,4,2000,1,38634.462,17593.563,999.275,NA,1571.423,NA,1560.695,34363.806,14028.61,14028.61,5194.259,NA,NA,17593.563,1.25412018724592
2000-04-23,23,4,2000,1,38264.234,17431.489,841.753,NA,1566.949,NA,1387.379,34026.034,14033.908,14033.908,5182.806,NA,NA,17431.489,1.24209799579704
2000-04-30,30,4,2000,1,36719.372,16031.466,963.97,NA,1722.001,NA,1395.997,32494.661,13904.558,13904.558,5126.139,NA,NA,16031.466,1.1529648047784
2000-05-07,7,5,2000,1,37490.858,16497.643,952.547,NA,1712.408,NA,1387.798,33278.919,14348.56,14348.56,5057.999,NA,NA,16497.643,1.14977691141132
2000-05-15,15,5,2000,1,37397.923,16100.869,624.906,NA,1694.63,NA,1321.317,33308.732,14080.979,14080.979,5066.181,NA,NA,16100.869,1.14344812246364
2000-05-23,23,5,2000,1,36590.638,15425.928,672.934,NA,1695.298,NA,1322.076,32509.152,13649.745,13649.745,5078.284,NA,NA,15425.928,1.13012572762348
2000-05-31,31,5,2000,1,35541.919,15511.803,577.383,NA,1699.338,NA,1329.502,31348.156,13529.882,13529.882,5109.137,NA,NA,15511.803,1.14648472174406
2000-06-07,7,6,2000,1,36442.003,16136.845,685.521,NA,1710.212,NA,1320.579,32190.351,14286.17,14286.17,5128.671,NA,NA,16136.845,1.12954311757455
2000-06-15,15,6,2000,1,37336.25,15941.052,1062.56,NA,1710.258,NA,1319.864,33015.649,13880.624,13880.624,5107.949,NA,NA,15941.052,1.14843914798067
2000-06-23,23,6,2000,1,38427.285,16167.24,900.982,NA,1744.761,NA,1282.903,34094.141,13436.811,13436.811,5055.208,NA,NA,16167.24,1.20320513550425
2000-06-30,30,6,2000,1,39237.065,17567.31,1043.924,NA,1770.73,NA,1263.997,34883.936,13748.837,13748.837,5062.175,NA,NA,17567.31,1.27773061823338
2000-07-07,7,7,2000,1,39727.025,18198.323,977.593,NA,1772.715,NA,1256.108,35339.492,14659.019,14659.019,5026.761,NA,NA,18198.323,1.24144207739959
2000-07-15,15,7,2000,1,40380.15,18972.976,2858.004,NA,1775.721,NA,1251.564,35974.616,14603.676,14603.676,5025.116,NA,NA,18972.976,1.29919179253224
2000-07-23,23,7,2000,1,41428.307,19638.197,736.066,NA,1801.277,NA,1223.354,36981.799,14378.469,14378.469,4940.638,NA,NA,19638.197,1.36580584483647
2000-07-31,31,7,2000,1,38548.763,17178.332,1545.833,NA,1780.391,NA,1204.763,34096.066,14292.45,14292.45,4880.966,NA,NA,17178.332,1.20191653635311
2000-08-07,7,8,2000,1,38157.668,17420.672,699.633,NA,1780.869,NA,1197.314,33676.896,14743.274,14743.274,4823.358,NA,NA,17420.672,1.18160131867589
2000-08-15,15,8,2000,1,36585.343,16746.566,611.109,NA,1863.342,NA,1111.265,32626.916,14246.874,14246.874,4730.964,NA,NA,16746.566,1.17545547184596
2000-08-23,23,8,2000,1,36720.111,16380.02,778.395,NA,1858.526,NA,1111.002,32761.837,13812.824,13812.824,4684.732,NA,NA,16380.02,1.18585598426506
2000-08-31,31,8,2000,1,35546.136,15800.17,1271.751,NA,1860.733,NA,1111.827,31549.997,13636.974,13636.974,4672.096,NA,NA,15800.17,1.15862727317659
2000-09-07,7,9,2000,1,35930.954,16553.15,836.88,NA,1855.183,NA,1105.631,31903.48,14213.303,14213.303,4651.53,NA,NA,16553.15,1.16462373313226
2000-09-15,15,9,2000,1,35810.564,16459.321,800.514,NA,1851.12,NA,1104.91,31776.141,13853.915,13853.915,4597.538,NA,NA,16459.321,1.1880627966896
2000-09-23,23,9,2000,1,36275.458,16197.715,900.724,NA,1834.645,NA,1103.536,32228.259,13507.331,13507.331,4604.904,NA,NA,16197.715,1.19917954183547
2000-09-30,30,9,2000,1,36016.945,16259.305,1109.85,NA,1836.429,NA,1108.754,31940.892,13567.795,13567.795,4500.36,NA,NA,16259.305,1.19837490174343
2000-10-07,7,10,2000,1,36855.956,17001.47,873.367,NA,1827.902,NA,1102.48,32771.855,14205.889,14205.889,4430.112,NA,NA,17001.47,1.19679028887245
2000-10-15,15,10,2000,1,36039.301,16852.16,892.254,NA,1823.276,NA,1102.511,31954.919,14014.801,14014.801,4340.37,NA,NA,16852.16,1.2024544622503
2000-10-23,23,10,2000,1,35127.367,15611.568,796.593,NA,1809.302,NA,1099.572,31066.235,13434.811,13434.811,4279.814,NA,NA,15611.568,1.1620236414193
2000-10-31,31,10,2000,1,34561.499,16150.627,856.853,NA,1805.807,NA,1105.024,30491.69,13355.082,13355.082,4260.339,NA,NA,16150.627,1.20932443544712
2000-11-07,7,11,2000,1,35220.868,16368.919,1061.689,NA,1806.67,NA,1098.677,31194.284,13958.39,13958.39,4263.969,NA,NA,16368.919,1.17269391383963
2000-11-15,15,11,2000,1,33657.997,15689.142,867.948,NA,1805.749,NA,1095.864,29589.63,13534.776,13534.776,4252.574,NA,NA,15689.142,1.1591726379513
2000-11-23,23,11,2000,1,33589.163,15310.879,791.672,NA,1802.136,NA,1095.568,29485,13340.151,13340.151,4219.055,NA,NA,15310.879,1.14772906243715
2000-11-30,30,11,2000,1,33564.827,16030.718,1004.599,NA,1803.304,NA,1100.734,29425.69,13329.99,13329.99,4242.589,NA,NA,16030.718,1.20260540330488
2000-12-07,7,12,2000,1,34129.12,16378.985,798.326,NA,1803.119,NA,1094.366,29936.761,14107.962,14107.962,4250.364,NA,NA,16378.985,1.16097456174038
2000-12-15,15,12,2000,1,34717.129,15997.758,1013.201,NA,1804.664,NA,1093.653,30476.027,13809.427,13809.427,4234.224,NA,NA,15997.758,1.15846645918038
2000-12-23,23,12,2000,1,39229.541,19126.641,1125.749,NA,1813.706,NA,1093.649,34936.828,14668.018,14668.018,6289.351,NA,NA,19126.641,1.30396901612747
2000-12-31,31,12,2000,1,39126.869,18774.983,643.282,NA,1812.276,NA,1015.367,34882.18,15054.195,15054.195,6265.18,NA,NA,18774.983,1.24715954589402
2001-01-07,7,1,2001,1,39303.34,18356.087,985.544,NA,1821.142,NA,1008.962,35026.832,14953.698,14953.698,6230.133,NA,NA,18356.087,1.22752826758973
2001-01-15,15,1,2001,1,39699.228,17711.228,826.58,NA,1856.844,NA,974.972,35379.691,14554.62,14554.62,6210.334,NA,NA,17711.228,1.21688013840279
2001-01-23,23,1,2001,1,44612.954,19671.439,1106.805,NA,1839.115,NA,974.662,40285.6,13987.452,13987.452,9056.104,NA,NA,19671.439,1.40636328903935
2001-01-31,31,1,2001,1,43615.658,19247.078,429.734,NA,1840.466,NA,976.757,39298.017,13845.606,13845.606,9008.958,NA,NA,19247.078,1.39012174692823
2001-02-07,7,2,2001,1,41151.421,16775.772,703.377,NA,1841.591,NA,971.071,36742.988,14313.784,14313.784,9017.103,NA,NA,16775.772,1.17200119828551
2001-02-15,15,2,2001,1,41013.556,16510.312,617.569,NA,1827.829,NA,971.032,36671.654,14001.287,14001.287,8934.388,NA,NA,16510.312,1.17919959786554
2001-02-23,23,2,2001,1,41904.487,16052.572,1031.028,NA,1821.575,NA,969.61,37563.122,13554.804,13554.804,8891.168,NA,NA,16052.572,1.18427179028188
2001-02-28,28,2,2001,1,41176.435,16481.771,644.968,NA,1820.747,NA,973.71,36818.169,13690.019,13690.019,8945.282,NA,NA,16481.771,1.20392608658907
2001-03-07,7,3,2001,1,42066.027,17966.969,686.597,NA,1821.636,NA,962.629,37639.434,14179.291,14179.291,8934.542,NA,NA,17966.969,1.26712746074539
2001-03-15,15,3,2001,1,40889.1,17437.912,1483.577,NA,1806.622,NA,962.388,36475.732,13912.724,13912.724,8795.974,NA,NA,17437.912,1.25337870570853
2001-03-23,23,3,2001,1,37503.288,15659.3,1156.856,NA,1787.739,NA,961.69,33172.675,13544.399,13544.399,8710.003,NA,NA,15659.3,1.15614579871724
2001-03-31,31,3,2001,1,37533.661,16714.279,1726.185,NA,1795.603,NA,965.442,33142.396,13554.016,13554.016,8546.676,NA,NA,16714.279,1.23316063667034
2001-04-07,7,4,2001,1,38648.402,16913.502,1321.808,NA,1799.786,NA,960.581,34248.531,13960.173,13960.173,8553.162,NA,NA,16913.502,1.21155389693237
2001-04-15,15,4,2001,1,39679.486,16977.389,2490.461,NA,1795.847,NA,959.878,35210.867,14149.23,14149.23,8456.887,NA,NA,16977.389,1.19988077089707
2001-04-23,23,4,2001,1,37000.168,16117.043,998.381,NA,1786.966,NA,959.023,32636.952,13238.775,13238.775,8663.059,NA,NA,16117.043,1.21741195843271
2001-04-30,30,4,2001,1,36469.42,16173.425,1038.418,NA,1781.892,NA,960.641,32041.436,13283.899,13283.899,8424.844,NA,NA,16173.425,1.21752092514404
2001-05-07,7,5,2001,1,38164.998,16275.224,1094.537,NA,1783.75,NA,953.139,33742.233,13690.88,13690.88,8463.524,NA,NA,16275.224,1.18876390706806
2001-05-15,15,5,2001,1,38727.118,15890.269,932.432,NA,1777.824,NA,950.469,34343.11,13297.194,13297.194,8386.933,NA,NA,15890.269,1.19500918765267
